task_no,option_no,type,cost,quality,volume,labor_cost,work_day,day_hour,e
4,Option1,Equipment,520.0,0.9,3.0,750,6,10,0.8
4,Option1,Administration,90.0,0.7,3.0,750,6,11,0.65
4,Option1,Material,18200.0,0.7,3.0,750,6,11,0.65
4,Option1,Equipment,520.0,0.9,3.0,750,6,11,0.65
4,Option1,Administration,90.0,0.7,3.0,750,6,12,0.6
4,Option1,Material,18200.0,0.7,3.0,750,6,12,0.6
4,Option1,Equipment,520.0,0.9,3.0,750,6,12,0.6
4,Option1,Administration,90.0,0.7,3.0,750,7,8,0.75
4,Option1,Material,18200.0,0.7,3.0,750,7,8,0.75
4,Option1,Equipment,520.0,0.9,3.0,750,7,8,0.75
4,Option1,Administration,90.0,0.7,3.0,750,7,9,0.7
4,Option1,Material,18200.0,0.7,3.0,750,7,9,0.7
4,Option1,Equipment,520.0,0.9,3.0,750,7,9,0.7
4,Option1,Administration,90.0,0.7,3.0,750,7,10,0.65
4,Option1,Material,18200.0,0.7,3.0,750,7,10,0.65
4,Option1,Equipment,520.0,0.9,3.0,750,7,10,0.65
4,Option1,Administration,90.0,0.7,3.0,750,7,11,0.6
4,Option1,Material,18200.0,0.7,3.0,750,7,11,0.6
4,Option1,Equipment,520.0,0.9,3.0,750,7,11,0.6
4,Option1,Administration,90.0,0.7,3.0,750,7,12,0.55
4,Option1,Material,18200.0,0.7,3.0,750,7,12,0.55
4,Option1,Equipment,520.0,0.9,3.0,750,7,12,0.55
4,Option2,Administration,120.0,0.85,3.0,750,5,8,1.0
4,Option2,Material,20800.0,0.85,3.0,750,5,8,1.0
4,Option2,Equipment,490.3,0.95,3.0,750,5,8,1.0
4,Option2,Administration,120.0,0.85,3.0,750,5,9,0.9
4,Option2,Material,20800.0,0.85,3.0,750,5,9,0.9
4,Option2,Equipment,490.3,0.95,3.0,750,5,9,0.9
4,Option2,Administration,120.0,0.85,3.0,750,5,10,0.85
4,Option2,Material,20800.0,0.85,3.0,750,5,10,0.85
4,Option2,Equipment,490.3,0.95,3.0,750,5,10,0.85
4,Option2,Administration,120.0,0.85,3.0,750,5,11,0.65
4,Option2,Material,20800.0,0.85,3.0,750,5,11,0.65
4,Option2,Equipment,490.3,0.95,3.0,750,5,11,0.65
4,Option2,Administration,120.0,0.85,3.0,750,5,12,0.6
4,Option2,Material,20800.0,0.85,3.0,750,5,12,0.6
4,Option2,Equipment,490.3,0.95,3.0,750,5,12,0.6
4,Option2,Administration,120.0,0.85,3.0,750,6,8,0.9
4,Option2,Material,20800.0,0.85,3.0,750,6,8,0.9
4,Option2,Equipment,490.3,0.95,3.0,750,6,8,0.9
4,Option2,Administration,120.0,0.85,3.0,750,6,9,0.85
4,Option2,Material,20800.0,0.85,3.0,750,6,9,0.85
4,Option2,Equipment,490.3,0.95,3.0,750,6,9,0.85
4,Option2,Administration,120.0,0.85,3.0,750,6,10,0.8
4,Option2,Material,20800.0,0.85,3.0,750,6,10,0.8
4,Option2,Equipment,490.3,0.95,3.0,750,6,10,0.8
4,Option2,Administration,120.0,0.85,3.0,750,6,11,0.65
4,Option2,Material,20800.0,0.85,3.0,750,6,11,0.65
4,Option2,Equipment,490.3,0.95,3.0,750,6,11,0.65
4,Option2,Administration,120.0,0.85,3.0,750,6,12,0.6
4,Option2,Material,20800.0,0.85,3.0,750,6,12,0.6
4,Option2,Equipment,490.3,0.95,3.0,750,6,12,0.6
4,Option2,Administration,120.0,0.85,3.0,750,7,8,0.75
4,Option2,Material,20800.0,0.85,3.0,750,7,8,0.75
4,Option2,Equipment,490.3,0.95,3.0,750,7,8,0.75
4,Option2,Administration,120.0,0.85,3.0,750,7,9,0.7
4,Option2,Material,20800.0,0.85,3.0,750,7,9,0.7
4,Option2,Equipment,490.3,0.95,3.0,750,7,9,0.7
4,Option2,Administration,120.0,0.85,3.0,750,7,10,0.65
4,Option2,Material,20800.0,0.85,3.0,750,7,10,0.65
4,Option2,Equipment,490.3,0.95,3.0,750,7,10,0.65
4,Option2,Administration,120.0,0.85,3.0,750,7,11,0.6
4,Option2,Material,20800.0,0.85,3.0,750,7,11,0.6
4,Option2,Equipment,490.3,0.95,3.0,750,7,11,0.6
4,Option2,Administration,120.0,0.85,3.0,750,7,12,0.55
4,Option2,Material,20800.0,0.85,3.0,750,7,12,0.55
4,Option2,Equipment,490.3,0.95,3.0,750,7,12,0.55
4,Option3,Administration,150.0,1.0,3.0,750,5,8,1.0
4,Option3,Material,23400.0,1.0,3.0,750,5,8,1.0
4,Option3,Equipment,468.0,1.0,3.0,750,5,8,1.0
4,Option3,Administration,150.0,1.0,3.0,750,5,9,0.9
4,Option3,Material,23400.0,1.0,3.0,750,5,9,0.9
4,Option3,Equipment,468.0,1.0,3.0,750,5,9,0.9
4,Option3,Administration,150.0,1.0,3.0,750,5,10,0.85
4,Option3,Material,23400.0,1.0,3.0,750,5,10,0.85
4,Option3,Equipment,468.0,1.0,3.0,750,5,10,0.85
4,Option3,Administration,150.0,1.0,3.0,750,5,11,0.65
4,Option3,Material,23400.0,1.0,3.0,750,5,11,0.65
4,Option3,Equipment,468.0,1.0,3.0,750,5,11,0.65
4,Option3,Administration,150.0,1.0,3.0,750,5,12,0.6
4,Option3,Material,23400.0,1.0,3.0,750,5,12,0.6
4,Option3,Equipment,468.0,1.0,3.0,750,5,12,0.6
4,Option3,Administration,150.0,1.0,3.0,750,6,8,0.9
4,Option3,Material,23400.0,1.0,3.0,750,6,8,0.9
4,Option3,Equipment,468.0,1.0,3.0,750,6,8,0.9
4,Option3,Administration,150.0,1.0,3.0,750,6,9,0.85
4,Option3,Material,23400.0,1.0,3.0,750,6,9,0.85
4,Option3,Equipment,468.0,1.0,3.0,750,6,9,0.85
4,Option3,Administration,150.0,1.0,3.0,750,6,10,0.8
4,Option3,Material,23400.0,1.0,3.0,750,6,10,0.8
4,Option3,Equipment,468.0,1.0,3.0,750,6,10,0.8
4,Option3,Administration,150.0,1.0,3.0,750,6,11,0.65
4,Option3,Material,23400.0,1.0,3.0,750,6,11,0.65
4,Option3,Equipment,468.0,1.0,3.0,750,6,11,0.65
4,Option3,Administration,150.0,1.0,3.0,750,6,12,0.6
4,Option3,Material,23400.0,1.0,3.0,750,6,12,0.6
4,Option3,Equipment,468.0,1.0,3.0,750,6,12,0.6
4,Option3,Administration,150.0,1.0,3.0,750,7,8,0.75
4,Option3,Material,23400.0,1.0,3.0,750,7,8,0.75
4,Option3,Equipment,468.0,1.0,3.0,750,7,8,0.75
4,Option3,Administration,150.0,1.0,3.0,750,7,9,0.7
4,Option3,Material,23400.0,1.0,3.0,750,7,9,0.7
4,Option3,Equipment,468.0,1.0,3.0,750,7,9,0.7
4,Option3,Administration,150.0,1.0,3.0,750,7,10,0.65
4,Option3,Material,23400.0,1.0,3.0,750,7,10,0.65
4,Option3,Equipment,468.0,1.0,3.0,750,7,10,0.65
4,Option3,Administration,150.0,1.0,3.0,750,7,11,0.6
4,Option3,Material,23400.0,1.0,3.0,750,7,11,0.6
4,Option3,Equipment,468.0,1.0,3.0,750,7,11,0.6
4,Option3,Administration,150.0,1.0,3.0,750,7,12,0.55
4,Option3,Material,23400.0,1.0,3.0,750,7,12,0.55
4,Option3,Equipment,468.0,1.0,3.0,750,7,12,0.55
5,Option1,Administration,90.0,0.7,7.5,1700,5,8,1.0
5,Option1,Material,16000.0,0.7,7.5,1700,5,8,1.0
5,Option1,Equipment,14062.5,0.8,7.5,1700,5,8,1.0
5,Option1,Administration,90.0,0.7,7.5,1700,5,9,0.9
5,Option1,Material,16000.0,0.7,7.5,1700,5,9,0.9
5,Option1,Equipment,14062.5,0.8,7.5,1700,5,9,0.9
5,Option1,Administration,90.0,0.7,7.5,1700,5,10,0.85
5,Option1,Material,16000.0,0.7,7.5,1700,5,10,0.85
5,Option1,Equipment,14062.5,0.8,7.5,1700,5,10,0.85
5,Option1,Administration,90.0,0.7,7.5,1700,5,11,0.65
5,Option1,Material,16000.0,0.7,7.5,1700,5,11,0.65
5,Option1,Equipment,14062.5,0.8,7.5,1700,5,11,0.65
5,Option1,Administration,90.0,0.7,7.5,1700,5,12,0.6
5,Option1,Material,16000.0,0.7,7.5,1700,5,12,0.6
5,Option1,Equipment,14062.5,0.8,7.5,1700,5,12,0.6
5,Option1,Administration,90.0,0.7,7.5,1700,6,8,0.9
5,Option1,Material,16000.0,0.7,7.5,1700,6,8,0.9
5,Option1,Equipment,14062.5,0.8,7.5,1700,6,8,0.9
5,Option1,Administration,90.0,0.7,7.5,1700,6,9,0.85
5,Option1,Material,16000.0,0.7,7.5,1700,6,9,0.85
5,Option1,Equipment,14062.5,0.8,7.5,1700,6,9,0.85
5,Option1,Administration,90.0,0.7,7.5,1700,6,10,0.8
5,Option1,Material,16000.0,0.7,7.5,1700,6,10,0.8
5,Option1,Equipment,14062.5,0.8,7.5,1700,6,10,0.8
5,Option1,Administration,90.0,0.7,7.5,1700,6,11,0.65
5,Option1,Material,16000.0,0.7,7.5,1700,6,11,0.65
5,Option1,Equipment,14062.5,0.8,7.5,1700,6,11,0.65
5,Option1,Administration,90.0,0.7,7.5,1700,6,12,0.6
5,Option1,Material,16000.0,0.7,7.5,1700,6,12,0.6
5,Option1,Equipment,14062.5,0.8,7.5,1700,6,12,0.6
5,Option1,Administration,90.0,0.7,7.5,1700,7,8,0.75
5,Option1,Material,16000.0,0.7,7.5,1700,7,8,0.75
5,Option1,Equipment,14062.5,0.8,7.5,1700,7,8,0.75
5,Option1,Administration,90.0,0.7,7.5,1700,7,9,0.7
5,Option1,Material,16000.0,0.7,7.5,1700,7,9,0.7
5,Option1,Equipment,14062.5,0.8,7.5,1700,7,9,0.7
5,Option1,Administration,90.0,0.7,7.5,1700,7,10,0.65
5,Option1,Material,16000.0,0.7,7.5,1700,7,10,0.65
5,Option1,Equipment,14062.5,0.8,7.5,1700,7,10,0.65
5,Option1,Administration,90.0,0.7,7.5,1700,7,11,0.6
5,Option1,Material,16000.0,0.7,7.5,1700,7,11,0.6
5,Option1,Equipment,14062.5,0.8,7.5,1700,7,11,0.6
5,Option1,Administration,90.0,0.7,7.5,1700,7,12,0.55
5,Option1,Material,16000.0,0.7,7.5,1700,7,12,0.55
5,Option1,Equipment,14062.5,0.8,7.5,1700,7,12,0.55
5,Option2,Administration,120.0,0.85,7.5,1700,5,8,1.0
5,Option2,Material,18000.0,0.85,7.5,1700,5,8,1.0
5,Option2,Equipment,12375.0,0.9,7.5,1700,5,8,1.0
5,Option2,Administration,120.0,0.85,7.5,1700,5,9,0.9
5,Option2,Material,18000.0,0.85,7.5,1700,5,9,0.9
5,Option2,Equipment,12375.0,0.9,7.5,1700,5,9,0.9
5,Option2,Administration,120.0,0.85,7.5,1700,5,10,0.85
5,Option2,Material,18000.0,0.85,7.5,1700,5,10,0.85
5,Option2,Equipment,12375.0,0.9,7.5,1700,5,10,0.85
5,Option2,Administration,120.0,0.85,7.5,1700,5,11,0.65
5,Option2,Material,18000.0,0.85,7.5,1700,5,11,0.65
5,Option2,Equipment,12375.0,0.9,7.5,1700,5,11,0.65
5,Option2,Administration,120.0,0.85,7.5,1700,5,12,0.6
5,Option2,Material,18000.0,0.85,7.5,1700,5,12,0.6
5,Option2,Equipment,12375.0,0.9,7.5,1700,5,12,0.6
5,Option2,Administration,120.0,0.85,7.5,1700,6,8,0.9
5,Option2,Material,18000.0,0.85,7.5,1700,6,8,0.9
5,Option2,Equipment,12375.0,0.9,7.5,1700,6,8,0.9
5,Option2,Administration,120.0,0.85,7.5,1700,6,9,0.85
5,Option2,Material,18000.0,0.85,7.5,1700,6,9,0.85
5,Option2,Equipment,12375.0,0.9,7.5,1700,6,9,0.85
5,Option2,Administration,120.0,0.85,7.5,1700,6,10,0.8
5,Option2,Material,18000.0,0.85,7.5,1700,6,10,0.8
5,Option2,Equipment,12375.0,0.9,7.5,1700,6,10,0.8
5,Option2,Administration,120.0,0.85,7.5,1700,6,11,0.65
5,Option2,Material,18000.0,0.85,7.5,1700,6,11,0.65
5,Option2,Equipment,12375.0,0.9,7.5,1700,6,11,0.65
5,Option2,Administration,120.0,0.85,7.5,1700,6,12,0.6
5,Option2,Material,18000.0,0.85,7.5,1700,6,12,0.6
5,Option2,Equipment,12375.0,0.9,7.5,1700,6,12,0.6
5,Option2,Administration,120.0,0.85,7.5,1700,7,8,0.75
5,Option2,Material,18000.0,0.85,7.5,1700,7,8,0.75
5,Option2,Equipment,12375.0,0.9,7.5,1700,7,8,0.75
5,Option2,Administration,120.0,0.85,7.5,1700,7,9,0.7
5,Option2,Material,18000.0,0.85,7.5,1700,7,9,0.7
5,Option2,Equipment,12375.0,0.9,7.5,1700,7,9,0.7
5,Option2,Administration,120.0,0.85,7.5,1700,7,10,0.65
5,Option2,Material,18000.0,0.85,7.5,1700,7,10,0.65
5,Option2,Equipment,12375.0,0.9,7.5,1700,7,10,0.65
5,Option2,Administration,120.0,0.85,7.5,1700,7,11,0.6
5,Option2,Material,18000.0,0.85,7.5,1700,7,11,0.6
5,Option2,Equipment,12375.0,0.9,7.5,1700,7,11,0.6
5,Option2,Administration,120.0,0.85,7.5,1700,7,12,0.55
5,Option2,Material,18000.0,0.85,7.5,1700,7,12,0.55
5,Option2,Equipment,12375.0,0.9,7.5,1700,7,12,0.55
5,Option3,Administration,150.0,1.0,7.5,1700,5,8,1.0
5,Option3,Material,20000.0,1.0,7.5,1700,5,8,1.0
5,Option3,Equipment,11250.0,1.0,7.5,1700,5,8,1.0
5,Option3,Administration,150.0,1.0,7.5,1700,5,9,0.9
5,Option3,Material,20000.0,1.0,7.5,1700,5,9,0.9
5,Option3,Equipment,11250.0,1.0,7.5,1700,5,9,0.9
5,Option3,Administration,150.0,1.0,7.5,1700,5,10,0.85
5,Option3,Material,20000.0,1.0,7.5,1700,5,10,0.85
5,Option3,Equipment,11250.0,1.0,7.5,1700,5,10,0.85
5,Option3,Administration,150.0,1.0,7.5,1700,5,11,0.65
5,Option3,Material,20000.0,1.0,7.5,1700,5,11,0.65
5,Option3,Equipment,11250.0,1.0,7.5,1700,5,11,0.65
5,Option3,Administration,150.0,1.0,7.5,1700,5,12,0.6
5,Option3,Material,20000.0,1.0,7.5,1700,5,12,0.6
5,Option3,Equipment,11250.0,1.0,7.5,1700,5,12,0.6
5,Option3,Administration,150.0,1.0,7.5,1700,6,8,0.9
5,Option3,Material,20000.0,1.0,7.5,1700,6,8,0.9
5,Option3,Equipment,11250.0,1.0,7.5,1700,6,8,0.9
5,Option3,Administration,150.0,1.0,7.5,1700,6,9,0.85
5,Option3,Material,20000.0,1.0,7.5,1700,6,9,0.85
5,Option3,Equipment,11250.0,1.0,7.5,1700,6,9,0.85
5,Option3,Administration,150.0,1.0,7.5,1700,6,10,0.8
5,Option3,Material,20000.0,1.0,7.5,1700,6,10,0.8
5,Option3,Equipment,11250.0,1.0,7.5,1700,6,10,0.8
5,Option3,Administration,150.0,1.0,7.5,1700,6,11,0.65
5,Option3,Material,20000.0,1.0,7.5,1700,6,11,0.65
5,Option3,Equipment,11250.0,1.0,7.5,1700,6,11,0.65
5,Option3,Administration,150.0,1.0,7.5,1700,6,12,0.6
5,Option3,Material,20000.0,1.0,7.5,1700,6,12,0.6
5,Option3,Equipment,11250.0,1.0,7.5,1700,6,12,0.6
5,Option3,Administration,150.0,1.0,7.5,1700,7,8,0.75
5,Option3,Material,20000.0,1.0,7.5,1700,7,8,0.75
5,Option3,Equipment,11250.0,1.0,7.5,1700,7,8,0.75
5,Option3,Administration,150.0,1.0,7.5,1700,7,9,0.7
5,Option3,Material,20000.0,1.0,7.5,1700,7,9,0.7
5,Option3,Equipment,11250.0,1.0,7.5,1700,7,9,0.7
5,Option3,Administration,150.0,1.0,7.5,1700,7,10,0.65
5,Option3,Material,20000.0,1.0,7.5,1700,7,10,0.65
5,Option3,Equipment,11250.0,1.0,7.5,1700,7,10,0.65
5,Option3,Administration,150.0,1.0,7.5,1700,7,11,0.6
5,Option3,Material,20000.0,1.0,7.5,1700,7,11,0.6
5,Option3,Equipment,11250.0,1.0,7.5,1700,7,11,0.6
5,Option3,Administration,150.0,1.0,7.5,1700,7,12,0.55
5,Option3,Material,20000.0,1.0,7.5,1700,7,12,0.55
5,Option3,Equipment,11250.0,1.0,7.5,1700,7,12,0.55
6,Option1,Administration,90.0,0.7,2.7,430,5,8,1.0
6,Option1,Material,6400.0,0.7,2.7,430,5,8,1.0
6,Option1,Equipment,360.0,0.8,2.7,430,5,8,1.0
6,Option1,Administration,90.0,0.7,2.7,430,5,9,0.9
6,Option1,Material,6400.0,0.7,2.7,430,5,9,0.9
6,Option1,Equipment,360.0,0.8,2.7,430,5,9,0.9
6,Option1,Administration,90.0,0.7,2.7,430,5,10,0.85
6,Option1,Material,6400.0,0.7,2.7,430,5,10,0.85
6,Option1,Equipment,360.0,0.8,2.7,430,5,10,0.85
6,Option1,Administration,90.0,0.7,2.7,430,5,11,0.65
6,Option1,Material,6400.0,0.7,2.7,430,5,11,0.65
6,Option1,Equipment,360.0,0.8,2.7,430,5,11,0.65
6,Option1,Administration,90.0,0.7,2.7,430,5,12,0.6
6,Option1,Material,6400.0,0.7,2.7,430,5,12,0.6
6,Option1,Equipment,360.0,0.8,2.7,430,5,12,0.6
6,Option1,Administration,90.0,0.7,2.7,430,6,8,0.9
6,Option1,Material,6400.0,0.7,2.7,430,6,8,0.9
6,Option1,Equipment,360.0,0.8,2.7,430,6,8,0.9
6,Option1,Administration,90.0,0.7,2.7,430,6,9,0.85
6,Option1,Material,6400.0,0.7,2.7,430,6,9,0.85
6,Option1,Equipment,360.0,0.8,2.7,430,6,9,0.85
6,Option1,Administration,90.0,0.7,2.7,430,6,10,0.8
6,Option1,Material,6400.0,0.7,2.7,430,6,10,0.8
6,Option1,Equipment,360.0,0.8,2.7,430,6,10,0.8
6,Option1,Administration,90.0,0.7,2.7,430,6,11,0.65
6,Option1,Material,6400.0,0.7,2.7,430,6,11,0.65
6,Option1,Equipment,360.0,0.8,2.7,430,6,11,0.65
6,Option1,Administration,90.0,0.7,2.7,430,6,12,0.6
6,Option1,Material,6400.0,0.7,2.7,430,6,12,0.6
6,Option1,Equipment,360.0,0.8,2.7,430,6,12,0.6
6,Option1,Administration,90.0,0.7,2.7,430,7,8,0.75
6,Option1,Material,6400.0,0.7,2.7,430,7,8,0.75
6,Option1,Equipment,360.0,0.8,2.7,430,7,8,0.75
6,Option1,Administration,90.0,0.7,2.7,430,7,9,0.7
6,Option1,Material,6400.0,0.7,2.7,430,7,9,0.7
6,Option1,Equipment,360.0,0.8,2.7,430,7,9,0.7
6,Option1,Administration,90.0,0.7,2.7,430,7,10,0.65
6,Option1,Material,6400.0,0.7,2.7,430,7,10,0.65
6,Option1,Equipment,360.0,0.8,2.7,430,7,10,0.65
6,Option1,Administration,90.0,0.7,2.7,430,7,11,0.6
6,Option1,Material,6400.0,0.7,2.7,430,7,11,0.6
6,Option1,Equipment,360.0,0.8,2.7,430,7,11,0.6
6,Option1,Administration,90.0,0.7,2.7,430,7,12,0.55
6,Option1,Material,6400.0,0.7,2.7,430,7,12,0.55
6,Option1,Equipment,360.0,0.8,2.7,430,7,12,0.55
6,Option2,Administration,120.0,0.85,2.7,430,5,8,1.0
6,Option2,Material,7500.0,0.85,2.7,430,5,8,1.0
6,Option2,Equipment,360.0,0.9,2.7,430,5,8,1.0
6,Option2,Administration,120.0,0.85,2.7,430,5,9,0.9
6,Option2,Material,7500.0,0.85,2.7,430,5,9,0.9
6,Option2,Equipment,360.0,0.9,2.7,430,5,9,0.9
6,Option2,Administration,120.0,0.85,2.7,430,5,10,0.85
6,Option2,Material,7500.0,0.85,2.7,430,5,10,0.85
6,Option2,Equipment,360.0,0.9,2.7,430,5,10,0.85
6,Option2,Administration,120.0,0.85,2.7,430,5,11,0.65
6,Option2,Material,7500.0,0.85,2.7,430,5,11,0.65
6,Option2,Equipment,360.0,0.9,2.7,430,5,11,0.65
6,Option2,Administration,120.0,0.85,2.7,430,5,12,0.6
6,Option2,Material,7500.0,0.85,2.7,430,5,12,0.6
6,Option2,Equipment,360.0,0.9,2.7,430,5,12,0.6
6,Option2,Administration,120.0,0.85,2.7,430,6,8,0.9
6,Option2,Material,7500.0,0.85,2.7,430,6,8,0.9
6,Option2,Equipment,360.0,0.9,2.7,430,6,8,0.9
6,Option2,Administration,120.0,0.85,2.7,430,6,9,0.85
6,Option2,Material,7500.0,0.85,2.7,430,6,9,0.85
6,Option2,Equipment,360.0,0.9,2.7,430,6,9,0.85
6,Option2,Administration,120.0,0.85,2.7,430,6,10,0.8
6,Option2,Material,7500.0,0.85,2.7,430,6,10,0.8
6,Option2,Equipment,360.0,0.9,2.7,430,6,10,0.8
6,Option2,Administration,120.0,0.85,2.7,430,6,11,0.65
6,Option2,Material,7500.0,0.85,2.7,430,6,11,0.65
6,Option2,Equipment,360.0,0.9,2.7,430,6,11,0.65
6,Option2,Administration,120.0,0.85,2.7,430,6,12,0.6
6,Option2,Material,7500.0,0.85,2.7,430,6,12,0.6
6,Option2,Equipment,360.0,0.9,2.7,430,6,12,0.6
6,Option2,Administration,120.0,0.85,2.7,430,7,8,0.75
6,Option2,Material,7500.0,0.85,2.7,430,7,8,0.75
6,Option2,Equipment,360.0,0.9,2.7,430,7,8,0.75
6,Option2,Administration,120.0,0.85,2.7,430,7,9,0.7
6,Option2,Material,7500.0,0.85,2.7,430,7,9,0.7
6,Option2,Equipment,360.0,0.9,2.7,430,7,9,0.7
6,Option2,Administration,120.0,0.85,2.7,430,7,10,0.65
6,Option2,Material,7500.0,0.85,2.7,430,7,10,0.65
6,Option2,Equipment,360.0,0.9,2.7,430,7,10,0.65
6,Option2,Administration,120.0,0.85,2.7,430,7,11,0.6
6,Option2,Material,7500.0,0.85,2.7,430,7,11,0.6
6,Option2,Equipment,360.0,0.9,2.7,430,7,11,0.6
6,Option2,Administration,120.0,0.85,2.7,430,7,12,0.55
6,Option2,Material,7500.0,0.85,2.7,430,7,12,0.55
6,Option2,Equipment,360.0,0.9,2.7,430,7,12,0.55
6,Option3,Administration,150.0,1.0,2.7,430,5,8,1.0
6,Option3,Material,8600.0,1.0,2.7,430,5,8,1.0
6,Option3,Equipment,360.0,1.0,2.7,430,5,8,1.0
6,Option3,Administration,150.0,1.0,2.7,430,5,9,0.9
6,Option3,Material,8600.0,1.0,2.7,430,5,9,0.9
6,Option3,Equipment,360.0,1.0,2.7,430,5,9,0.9
6,Option3,Administration,150.0,1.0,2.7,430,5,10,0.85
6,Option3,Material,8600.0,1.0,2.7,430,5,10,0.85
6,Option3,Equipment,360.0,1.0,2.7,430,5,10,0.85
6,Option3,Administration,150.0,1.0,2.7,430,5,11,0.65
6,Option3,Material,8600.0,1.0,2.7,430,5,11,0.65
6,Option3,Equipment,360.0,1.0,2.7,430,5,11,0.65
6,Option3,Administration,150.0,1.0,2.7,430,5,12,0.6
6,Option3,Material,8600.0,1.0,2.7,430,5,12,0.6
6,Option3,Equipment,360.0,1.0,2.7,430,5,12,0.6
6,Option3,Administration,150.0,1.0,2.7,430,6,8,0.9
6,Option3,Material,8600.0,1.0,2.7,430,6,8,0.9
6,Option3,Equipment,360.0,1.0,2.7,430,6,8,0.9
6,Option3,Administration,150.0,1.0,2.7,430,6,9,0.85
6,Option3,Material,8600.0,1.0,2.7,430,6,9,0.85
6,Option3,Equipment,360.0,1.0,2.7,430,6,9,0.85
6,Option3,Administration,150.0,1.0,2.7,430,6,10,0.8
6,Option3,Material,8600.0,1.0,2.7,430,6,10,0.8
6,Option3,Equipment,360.0,1.0,2.7,430,6,10,0.8
6,Option3,Administration,150.0,1.0,2.7,430,6,11,0.65
6,Option3,Material,8600.0,1.0,2.7,430,6,11,0.65
6,Option3,Equipment,360.0,1.0,2.7,430,6,11,0.65
6,Option3,Administration,150.0,1.0,2.7,430,6,12,0.6
6,Option3,Material,8600.0,1.0,2.7,430,6,12,0.6
6,Option3,Equipment,360.0,1.0,2.7,430,6,12,0.6
6,Option3,Administration,150.0,1.0,2.7,430,7,8,0.75
6,Option3,Material,8600.0,1.0,2.7,430,7,8,0.75
6,Option3,Equipment,360.0,1.0,2.7,430,7,8,0.75
6,Option3,Administration,150.0,1.0,2.7,430,7,9,0.7
6,Option3,Material,8600.0,1.0,2.7,430,7,9,0.7
6,Option3,Equipment,360.0,1.0,2.7,430,7,9,0.7
6,Option3,Administration,150.0,1.0,2.7,430,7,10,0.65
6,Option3,Material,8600.0,1.0,2.7,430,7,10,0.65
6,Option3,Equipment,360.0,1.0,2.7,430,7,10,0.65
6,Option3,Administration,150.0,1.0,2.7,430,7,11,0.6
6,Option3,Material,8600.0,1.0,2.7,430,7,11,0.6
6,Option3,Equipment,360.0,1.0,2.7,430,7,11,0.6
6,Option3,Administration,150.0,1.0,2.7,430,7,12,0.55
6,Option3,Material,8600.0,1.0,2.7,430,7,12,0.55
6,Option3,Equipment,360.0,1.0,2.7,430,7,12,0.55
7,Option1,Administration,90.0,0.7,12.6,450,5,8,1.0
7,Option1,Material,1200.0,0.7,12.6,450,5,8,1.0
7,Option1,Equipment,3150.0,0.9,12.6,450,5,8,1.0
7,Option1,Administration,90.0,0.7,12.6,450,5,9,0.9
7,Option1,Material,1200.0,0.7,12.6,450,5,9,0.9
7,Option1,Equipment,3150.0,0.9,12.6,450,5,9,0.9
7,Option1,Administration,90.0,0.7,12.6,450,5,10,0.85
7,Option1,Material,1200.0,0.7,12.6,450,5,10,0.85
7,Option1,Equipment,3150.0,0.9,12.6,450,5,10,0.85
7,Option1,Administration,90.0,0.7,12.6,450,5,11,0.65
7,Option1,Material,1200.0,0.7,12.6,450,5,11,0.65
7,Option1,Equipment,3150.0,0.9,12.6,450,5,11,0.65
7,Option1,Administration,90.0,0.7,12.6,450,5,12,0.6
7,Option1,Material,1200.0,0.7,12.6,450,5,12,0.6
7,Option1,Equipment,3150.0,0.9,12.6,450,5,12,0.6
7,Option1,Administration,90.0,0.7,12.6,450,6,8,0.9
7,Option1,Material,1200.0,0.7,12.6,450,6,8,0.9
7,Option1,Equipment,3150.0,0.9,12.6,450,6,8,0.9
7,Option1,Administration,90.0,0.7,12.6,450,6,9,0.85
7,Option1,Material,1200.0,0.7,12.6,450,6,9,0.85
7,Option1,Equipment,3150.0,0.9,12.6,450,6,9,0.85
7,Option1,Administration,90.0,0.7,12.6,450,6,10,0.8
7,Option1,Material,1200.0,0.7,12.6,450,6,10,0.8
7,Option1,Equipment,3150.0,0.9,12.6,450,6,10,0.8
7,Option1,Administration,90.0,0.7,12.6,450,6,11,0.65
7,Option1,Material,1200.0,0.7,12.6,450,6,11,0.65
7,Option1,Equipment,3150.0,0.9,12.6,450,6,11,0.65
7,Option1,Administration,90.0,0.7,12.6,450,6,12,0.6
7,Option1,Material,1200.0,0.7,12.6,450,6,12,0.6
7,Option1,Equipment,3150.0,0.9,12.6,450,6,12,0.6
7,Option1,Administration,90.0,0.7,12.6,450,7,8,0.75
7,Option1,Material,1200.0,0.7,12.6,450,7,8,0.75
7,Option1,Equipment,3150.0,0.9,12.6,450,7,8,0.75
7,Option1,Administration,90.0,0.7,12.6,450,7,9,0.7
7,Option1,Material,1200.0,0.7,12.6,450,7,9,0.7
7,Option1,Equipment,3150.0,0.9,12.6,450,7,9,0.7
7,Option1,Administration,90.0,0.7,12.6,450,7,10,0.65
7,Option1,Material,1200.0,0.7,12.6,450,7,10,0.65
7,Option1,Equipment,3150.0,0.9,12.6,450,7,10,0.65
7,Option1,Administration,90.0,0.7,12.6,450,7,11,0.6
7,Option1,Material,1200.0,0.7,12.6,450,7,11,0.6
7,Option1,Equipment,3150.0,0.9,12.6,450,7,11,0.6
7,Option1,Administration,90.0,0.7,12.6,450,7,12,0.55
