task_no,administration_option,administration_cost,administration_quality,material_option,material_cost,material_quality,equipment_option,equipment_cost,equipment_quality,volume,labor_cost,work_day,day_hour,e,duration
6,Option1,90,0.7,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,12,0.55,3.2727272727272725
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,8,1.0,2.7
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,9,0.9,2.666666666666667
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,10,0.85,2.5411764705882356
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,11,0.65,3.020979020979021
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,8,0.9,3.0
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,9,0.85,2.823529411764706
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,10,0.8,2.7
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,11,0.65,3.020979020979021
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,12,0.6,3.0000000000000004
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,8,0.75,3.6
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,9,0.7,3.428571428571429
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,10,0.65,3.3230769230769233
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,11,0.6,3.272727272727273
6,Option1,90,0.7,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option1,6400,0.7,Option2,360.0,0.9,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option1,6400,0.7,Option3,360.0,1.0,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option2,7500,0.85,Option1,360.0,0.8,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option2,7500,0.85,Option2,360.0,0.9,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option2,7500,0.85,Option3,360.0,1.0,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option3,8600,1.0,Option1,360.0,0.8,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option3,8600,1.0,Option2,360.0,0.9,2.7,430,7,12,0.55,3.2727272727272725
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,8,1.0,2.7
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,9,0.9,2.666666666666667
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,10,0.85,2.5411764705882356
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,11,0.65,3.020979020979021
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,5,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,8,0.9,3.0
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,9,0.85,2.823529411764706
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,10,0.8,2.7
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,11,0.65,3.020979020979021
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,6,12,0.6,3.0000000000000004
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,8,0.75,3.6
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,9,0.7,3.428571428571429
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,10,0.65,3.3230769230769233
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,11,0.6,3.272727272727273
6,Option2,120,0.85,Option3,8600,1.0,Option3,360.0,1.0,2.7,430,7,12,0.55,3.2727272727272725
6,Option3,150,1.0,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,8,1.0,2.7
6,Option3,150,1.0,Option1,6400,0.7,Option1,360.0,0.8,2.7,430,5,9,0.9,2.666666666666667
